,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Squad,League
340,Bernardo Silva,pt POR,"MF,FW",30-274,31,27,2491.0,27.7,3.0,4.0,7.0,3.0,0.0,0.0,7.0,0.0,3.6,3.6,4.4,8.0,98.0,122.0,191.0,0.11,0.14,0.25,0.11,0.25,0.13,0.16,0.29,0.13,0.29,Matches,Manchester-City,Premier-League
341,Ederson,br BRA,GK,31-267,24,24,2140.0,23.8,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,1.5,0.0,2.0,0.0,0.0,0.17,0.17,0.0,0.17,0.0,0.07,0.07,0.0,0.07,Matches,Manchester-City,Premier-League
342,Mateo Kovačić,hr CRO,MF,31-005,30,24,2132.0,23.7,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,1.9,1.9,3.6,5.4,54.0,156.0,15.0,0.25,0.04,0.3,0.25,0.3,0.08,0.15,0.23,0.08,0.23,Matches,Manchester-City,Premier-League
343,Rúben Dias,pt POR,DF,27-362,25,23,2091.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.5,1.5,0.3,1.8,38.0,143.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.06,0.08,Matches,Manchester-City,Premier-League
344,İlkay Gündoğan,de GER,MF,34-199,31,23,2050.0,22.8,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,2.7,2.7,2.8,5.5,57.0,115.0,86.0,0.0,0.22,0.22,0.0,0.22,0.12,0.12,0.24,0.12,0.24,Matches,Manchester-City,Premier-League
345,Rico Lewis,eng ENG,"DF,MF",20-171,28,21,1893.0,21.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,0.3,1.7,39.0,107.0,78.0,0.05,0.1,0.14,0.05,0.14,0.07,0.02,0.08,0.07,0.08,Matches,Manchester-City,Premier-League
346,Manuel Akanji,ch SUI,DF,29-296,24,21,1834.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.4,1.5,41.0,150.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,Manchester-City,Premier-League
347,Sávio,br BRA,"FW,MF",21-031,28,21,1749.0,19.4,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,5.0,5.0,6.9,11.9,135.0,66.0,244.0,0.05,0.41,0.46,0.05,0.46,0.26,0.35,0.61,0.26,0.61,Matches,Manchester-City,Premier-League
348,Phil Foden,eng ENG,"MF,FW",24-348,27,20,1768.0,19.6,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,5.2,5.2,4.8,9.9,50.0,103.0,128.0,0.36,0.1,0.46,0.36,0.46,0.26,0.24,0.51,0.26,0.51,Matches,Manchester-City,Premier-League
349,Kevin De Bruyne,be BEL,"MF,FW",33-317,26,18,1628.0,18.1,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,4.2,4.2,7.9,12.1,50.0,153.0,143.0,0.22,0.39,0.61,0.22,0.61,0.23,0.44,0.67,0.23,0.67,Matches,Manchester-City,Premier-League
350,Matheus Nunes,pt POR,"DF,MF",26-257,24,17,1494.0,16.6,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,4.2,5.1,59.0,69.0,156.0,0.06,0.3,0.36,0.06,0.36,0.05,0.25,0.31,0.05,0.31,Matches,Manchester-City,Premier-League
351,Jeremy Doku,be BEL,"FW,MF",22-349,27,15,1442.0,16.0,3.0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,4.7,5.7,201.0,67.0,274.0,0.19,0.37,0.56,0.19,0.56,0.06,0.29,0.36,0.06,0.36,Matches,Manchester-City,Premier-League
352,Stefan Ortega,de GER,GK,32-186,13,12,1100.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-City,Premier-League
353,Omar Marmoush,eg EGY,"FW,MF",26-093,14,12,1005.0,11.2,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.9,4.9,1.7,6.6,22.0,29.0,68.0,0.54,0.0,0.54,0.54,0.54,0.44,0.15,0.59,0.44,0.59,Matches,Manchester-City,Premier-League
354,Kyle Walker,eng ENG,DF,34-348,15,9,970.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.6,12.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Manchester-City,Premier-League
355,Nathan Aké,nl NED,DF,30-082,10,8,678.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,12.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Manchester-City,Premier-League
356,Nicolás González,es ESP,MF,23-128,9,8,648.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.3,5.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Manchester-City,Premier-League
357,Jack Grealish,eng ENG,"FW,MF",29-243,19,7,720.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,1.8,3.0,69.0,52.0,118.0,0.12,0.12,0.25,0.12,0.25,0.14,0.23,0.37,0.14,0.37,Matches,Manchester-City,Premier-League
358,John Stones,eng ENG,"DF,MF",30-348,11,6,548.0,6.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,10.0,21.0,2.0,0.33,0.0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches,Manchester-City,Premier-League
359,Nico O’Reilly,eng ENG,DF,20-051,9,6,528.0,5.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.6,16.0,17.0,26.0,0.34,0.0,0.34,0.34,0.34,0.22,0.06,0.28,0.22,0.28,Matches,Manchester-City,Premier-League
360,Abdukodir Khusanov,uz UZB,DF,21-071,6,6,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Manchester-City,Premier-League
361,James Mcatee,eng ENG,"MF,FW",22-205,15,3,349.0,3.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.8,2.8,0.5,3.3,7.0,7.0,32.0,0.77,0.0,0.77,0.77,0.77,0.72,0.13,0.85,0.72,0.85,Matches,Manchester-City,Premier-League
362,Jahmai Simpson-Pusey,eng ENG,DF,19-188,2,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-City,Premier-League
363,Rodri,es ESP,MF,28-323,2,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Manchester-City,Premier-League
364,Divin Mubama,eng ENG,FW,20-198,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Manchester-City,Premier-League
365,Oscar Bobb,no NOR,FW,21-303,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches,Manchester-City,Premier-League
366,Vitor Reis,br BRA,DF,19-119,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-City,Premier-League
367,André Onana,cm CMR,GK,29-039,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester-United,Premier-League
368,Bruno Fernandes,pt POR,MF,30-245,33,32,2758.0,30.6,8.0,9.0,17.0,5.0,3.0,3.0,4.0,2.0,9.5,7.1,7.6,14.7,65.0,281.0,118.0,0.26,0.29,0.55,0.16,0.46,0.31,0.25,0.56,0.23,0.48,Matches,Manchester-United,Premier-League
369,Diogo Dalot,pt POR,DF,26-054,32,31,2788.0,31.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,4.0,62.0,102.0,164.0,0.0,0.1,0.1,0.0,0.1,0.06,0.07,0.13,0.06,0.13,Matches,Manchester-United,Premier-League
370,Noussair Mazraoui,ma MAR,DF,27-178,34,31,2639.0,29.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.3,2.0,37.0,102.0,51.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,Matches,Manchester-United,Premier-League
371,Matthijs de Ligt,nl NED,DF,25-272,29,25,2123.0,23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.3,2.8,7.0,55.0,6.0,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.12,0.1,0.12,Matches,Manchester-United,Premier-League
372,Alejandro Garnacho,ar ARG,"MF,FW",20-314,34,23,2146.0,23.8,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,7.2,7.2,4.5,11.7,139.0,56.0,281.0,0.25,0.08,0.34,0.25,0.34,0.3,0.19,0.49,0.3,0.49,Matches,Manchester-United,Premier-League
373,Manuel Ugarte Ribeiro,uy URU,MF,24-030,27,21,1706.0,19.0,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,1.1,2.1,16.0,59.0,20.0,0.05,0.11,0.16,0.05,0.16,0.05,0.06,0.11,0.05,0.11,Matches,Manchester-United,Premier-League
374,Lisandro Martínez,ar ARG,DF,27-113,20,20,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.1,2.4,23.0,117.0,7.0,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,Matches,Manchester-United,Premier-League
375,Rasmus Højlund,dk DEN,FW,22-096,29,20,1744.0,19.4,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,1.3,5.1,26.0,16.0,83.0,0.21,0.0,0.21,0.21,0.21,0.2,0.06,0.26,0.2,0.26,Matches,Manchester-United,Premier-League
376,Kobbie Mainoo,eng ENG,MF,20-022,22,18,1506.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.6,2.2,21.0,59.0,42.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.03,0.13,Matches,Manchester-United,Premier-League
377,Amad Diallo,ci CIV,"FW,MF",22-304,23,17,1639.0,18.2,7.0,6.0,13.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,4.0,8.2,93.0,55.0,163.0,0.38,0.33,0.71,0.38,0.71,0.23,0.22,0.45,0.23,0.45,Matches,Manchester-United,Premier-League
378,Harry Maguire,eng ENG,DF,32-067,24,17,1539.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.4,1.4,0.3,1.7,6.0,43.0,7.0,0.06,0.0,0.06,0.06,0.06,0.08,0.01,0.1,0.08,0.1,Matches,Manchester-United,Premier-League
379,Casemiro,br BRA,MF,33-077,22,16,1335.0,14.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,2.3,3.9,4.0,70.0,26.0,0.07,0.0,0.07,0.07,0.07,0.11,0.15,0.27,0.11,0.27,Matches,Manchester-United,Premier-League
380,Joshua Zirkzee,nl NED,"FW,MF",23-354,32,14,1402.0,15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.8,4.8,1.5,6.3,14.0,44.0,69.0,0.19,0.06,0.26,0.19,0.26,0.31,0.1,0.41,0.31,0.41,Matches,Manchester-United,Premier-League
381,Marcus Rashford,eng ENG,"FW,MF",27-192,15,12,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.7,1.7,2.1,3.8,20.0,21.0,79.0,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches,Manchester-United,Premier-League
382,Leny Yoro,fr FRA,DF,19-179,20,11,1114.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,19.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,Matches,Manchester-United,Premier-League
383,Christian Eriksen,dk DEN,MF,33-086,21,11,1028.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,2.9,3.2,12.0,53.0,29.0,0.0,0.18,0.18,0.0,0.18,0.03,0.25,0.28,0.03,0.28,Matches,Manchester-United,Premier-League
384,Patrick Dorgu,dk DEN,DF,20-197,9,8,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,0.4,0.8,27.0,23.0,54.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.12,0.05,0.12,Matches,Manchester-United,Premier-League
385,Mason Mount,eng ENG,"MF,FW",26-121,14,5,430.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.3,2.3,0.2,2.5,11.0,21.0,23.0,0.21,0.0,0.21,0.21,0.21,0.48,0.04,0.52,0.48,0.52,Matches,Manchester-United,Premier-League
386,Victor Lindelöf,se SWE,DF,30-298,13,4,485.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester-United,Premier-League
387,Jonny Evans,nir NIR,DF,37-128,6,3,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Manchester-United,Premier-League
388,Harry Amass,eng ENG,DF,18-056,4,3,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,9.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,Manchester-United,Premier-League
389,Luke Shaw,eng ENG,DF,29-303,5,2,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,6.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.29,0.31,0.01,0.31,Matches,Manchester-United,Premier-League
390,Altay Bayındır,tr TUR,GK,27-027,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United,Premier-League
391,Tyler Fredricson,eng ENG,DF,20-077,2,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United,Premier-League
392,Tyrell Malacia,nl NED,DF,25-267,3,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Manchester-United,Premier-League
393,Chidozie Obi-Martin,dk DEN,FW,17-163,6,1,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,Manchester-United,Premier-League
394,Ayden Heaven,eng ENG,DF,18-231,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United,Premier-League
395,Toby Collyer,eng ENG,MF,21-128,6,0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches,Manchester-United,Premier-League
396,Antony,br BRA,"DF,MF",25-076,8,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.65,0.08,0.73,0.65,0.73,Matches,Manchester-United,Premier-League
397,Scott McTominay,sct SCO,MF,28-154,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Manchester-United,Premier-League
398,Bruno Guimarães,br BRA,MF,27-176,35,35,3002.0,33.4,4.0,6.0,10.0,4.0,0.0,0.0,6.0,0.0,3.9,3.9,5.8,9.6,54.0,247.0,81.0,0.12,0.18,0.3,0.12,0.3,0.12,0.17,0.29,0.12,0.29,Matches,Newcastle-United,Premier-League
399,Dan Burn,eng ENG,DF,33-002,34,34,3060.0,34.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.7,1.7,0.9,2.6,9.0,59.0,10.0,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Matches,Newcastle-United,Premier-League
400,Alexander Isak,se SWE,FW,25-232,32,32,2577.0,28.6,23.0,6.0,29.0,19.0,4.0,4.0,1.0,0.0,19.9,16.8,4.3,21.1,81.0,80.0,200.0,0.8,0.21,1.01,0.66,0.87,0.69,0.15,0.85,0.59,0.74,Matches,Newcastle-United,Premier-League
401,Fabian Schär,ch SUI,DF,33-142,31,30,2664.0,29.6,4.0,0.0,4.0,4.0,0.0,0.0,7.0,1.0,2.4,2.4,0.4,2.8,14.0,102.0,18.0,0.14,0.0,0.14,0.14,0.14,0.08,0.01,0.1,0.08,0.1,Matches,Newcastle-United,Premier-League
402,Valentino Livramento,eng ENG,DF,22-180,34,29,2570.0,28.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,2.3,2.6,73.0,144.0,98.0,0.0,0.04,0.04,0.0,0.04,0.01,0.08,0.09,0.01,0.09,Matches,Newcastle-United,Premier-League
403,Joelinton,br BRA,"MF,FW",28-270,29,29,2393.0,26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,3.9,3.9,2.5,6.4,40.0,116.0,110.0,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,Matches,Newcastle-United,Premier-League
404,Jacob Murphy,eng ENG,FW,30-076,32,28,2139.0,23.8,8.0,11.0,19.0,8.0,0.0,0.0,3.0,0.0,5.7,5.7,8.1,13.8,70.0,67.0,216.0,0.34,0.46,0.8,0.34,0.8,0.24,0.34,0.58,0.24,0.58,Matches,Newcastle-United,Premier-League
405,Sandro Tonali,it ITA,MF,25-003,33,25,2360.0,26.2,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,3.7,3.7,1.4,5.0,33.0,116.0,48.0,0.11,0.08,0.19,0.11,0.19,0.14,0.05,0.19,0.14,0.19,Matches,Newcastle-United,Premier-League
406,Nick Pope,eng ENG,GK,33-022,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,Premier-League
407,Anthony Gordon,eng ENG,FW,24-076,31,25,2235.0,24.8,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,8.0,6.4,4.9,11.4,111.0,93.0,197.0,0.24,0.2,0.44,0.2,0.4,0.32,0.2,0.52,0.26,0.46,Matches,Newcastle-United,Premier-League
408,Lewis Hall,eng ENG,DF,20-245,27,24,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,4.3,4.7,41.0,123.0,80.0,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,Matches,Newcastle-United,Premier-League
409,Harvey Barnes,eng ENG,FW,27-153,30,14,1503.0,16.7,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,6.6,6.6,3.9,10.4,80.0,72.0,172.0,0.54,0.24,0.78,0.54,0.78,0.39,0.23,0.62,0.39,0.62,Matches,Newcastle-United,Premier-League
410,Kieran Trippier,eng ENG,DF,34-234,24,14,1281.0,14.2,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.3,1.3,25.0,111.0,53.0,0.0,0.21,0.21,0.0,0.21,0.01,0.09,0.09,0.01,0.09,Matches,Newcastle-United,Premier-League
411,Joe Willock,eng ENG,"MF,FW",25-264,30,11,1026.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,1.9,3.5,36.0,38.0,82.0,0.0,0.18,0.18,0.0,0.18,0.14,0.17,0.31,0.14,0.31,Matches,Newcastle-United,Premier-League
412,Martin Dúbravka,sk SVK,GK,36-116,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,Premier-League
413,Sean Longstaff,eng ENG,MF,27-193,24,8,797.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.8,4.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Newcastle-United,Premier-League
414,Lloyd Kelly,eng ENG,DF,26-217,10,4,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,0.0,9.0,5.0,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,Matches,Newcastle-United,Premier-League
415,Sven Botman,nl NED,DF,25-119,5,3,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Newcastle-United,Premier-League
416,Emil Krafth,se SWE,DF,30-282,10,2,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Newcastle-United,Premier-League
417,Callum Wilson,eng ENG,FW,33-073,15,1,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,5.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Matches,Newcastle-United,Premier-League
418,Lewis Miley,eng ENG,MF,19-010,12,1,249.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,2.0,14.0,7.0,0.36,0.0,0.36,0.36,0.36,0.2,0.01,0.21,0.2,0.21,Matches,Newcastle-United,Premier-League
419,Miguel Almirón,py PAR,FW,31-090,9,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,Matches,Newcastle-United,Premier-League
420,William Osula,dk DEN,FW,21-280,12,0,104.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,2.0,12.0,0.87,0.0,0.87,0.87,0.87,0.1,0.08,0.18,0.1,0.18,Matches,Newcastle-United,Premier-League
421,Matt Targett,eng ENG,DF,29-235,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,Premier-League
422,Matz Sels,be BEL,GK,33-075,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest,Premier-League
423,Nikola Milenković,rs SRB,DF,27-212,34,34,3060.0,34.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,3.6,3.6,1.0,4.6,3.0,49.0,6.0,0.12,0.06,0.18,0.12,0.18,0.1,0.03,0.13,0.1,0.13,Matches,Nottingham-Forest,Premier-League
424,Murillo,br BRA,DF,22-312,34,34,3008.0,33.4,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.4,1.4,1.1,2.5,20.0,103.0,5.0,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,Matches,Nottingham-Forest,Premier-League
425,Ola Aina,ng NGA,DF,28-216,32,32,2733.0,30.4,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,1.1,1.8,59.0,97.0,56.0,0.07,0.03,0.1,0.07,0.1,0.02,0.04,0.06,0.02,0.06,Matches,Nottingham-Forest,Premier-League
426,Chris Wood,nz NZL,FW,33-156,33,32,2689.0,29.9,19.0,3.0,22.0,16.0,3.0,3.0,1.0,0.0,11.7,9.3,2.5,11.8,13.0,36.0,87.0,0.64,0.1,0.74,0.54,0.64,0.39,0.08,0.47,0.31,0.4,Matches,Nottingham-Forest,Premier-League
427,Morgan Gibbs-White,eng ENG,MF,25-105,31,31,2541.0,28.2,5.0,7.0,12.0,5.0,0.0,0.0,11.0,1.0,4.7,4.7,4.5,9.3,64.0,153.0,118.0,0.18,0.25,0.43,0.18,0.43,0.17,0.16,0.33,0.17,0.33,Matches,Nottingham-Forest,Premier-League
428,Elliot Anderson,eng ENG,MF,22-187,34,30,2467.0,27.4,2.0,6.0,8.0,2.0,0.0,0.0,7.0,0.0,1.9,1.9,3.1,5.0,46.0,128.0,87.0,0.07,0.22,0.29,0.07,0.29,0.07,0.11,0.18,0.07,0.18,Matches,Nottingham-Forest,Premier-League
